id,X1,X2,X3,X4
10052,1,35.86445824,0,1.390781281
10053,0,38.37793128,1,0.364164539
10054,1,48.0814702,1,-0.146774262
10055,1,46.10534342,0,0.450798988
10056,1,35.77389617,0,0.954546156
10057,0,55.75859142,1,-0.271204867
10058,0,61.06334794,0,1.112542078
10059,0,52.98978408,1,1.25158164
10060,0,53.08721537,0,-0.425065234
10061,0,39.7164895,1,0.605306061
10062,0,54.76095292,0,-1.303513925
10063,1,37.27569886,0,-1.632527989
10064,1,35.35508484,1,-0.969717102
10065,0,43.81323723,1,-0.952924713
10066,0,39.7412457,1,0.385322573
10067,1,36.39698197,1,0.801570848
10068,1,48.77900698,1,-0.209070036
10069,1,36.18191442,1,0.489600015
10070,1,41.57976939,1,1.459434731
10071,0,44.95172582,0,-0.088753473
10072,0,59.80794914,0,1.68833163
10073,1,37.15860107,0,0.557252937
10074,1,42.31147485,1,-0.670982708
10075,1,27.53396986,1,-1.387031979
10076,1,40.66126776,0,0.490332675
10077,1,40.31728024,1,-0.091923353
10078,0,45.56292278,1,-0.353457662
10079,0,45.73490908,1,-0.93922111
10080,1,37.48121926,1,0.606586133
10081,1,46.56582708,0,0.075915274
10082,0,49.4018143,1,-0.556915982
10083,1,46.44656725,1,0.467089821
10084,1,28.70928247,1,1.422984588
10085,0,40.73503396,0,1.768446025
10086,0,49.44452031,1,-1.213869366
10087,0,39.67169192,1,1.934013066
10088,1,59.43263486,0,1.94619627
10089,0,49.95092869,1,-0.092499081
10090,1,40.0374159,0,1.039057642
10091,1,44.80905106,0,0.432598163
10092,1,36.42744373,1,-0.969663965
10093,0,53.64860059,1,0.039888509
10094,1,47.6420739,1,0.039826249
10095,1,54.08373814,0,-0.425457946
10096,0,40.78800144,1,-0.877128367
10097,0,37.70190303,1,0.680202067
10098,1,33.58831373,1,-0.026581928
10099,1,65.75959378,1,0.56564065
10100,1,42.1169031,0,0.241629007
10101,0,41.97614257,0,0.202707401
10102,0,36.09200612,1,-0.724961877
10103,1,45.49995934,0,1.118164078
10104,1,43.09458695,1,0.119435404
10105,1,39.00611826,1,-0.664327795
10106,1,44.80918774,0,0.905924856
10107,1,34.06511322,1,-1.119214566
10108,1,33.86169026,0,-1.049043854
10109,1,48.50758253,1,0.674001428
10110,1,53.79387214,1,-0.975438044
10111,1,39.04250648,1,-0.360897045
10112,0,51.81857774,0,-0.216970083
10113,1,40.17784019,0,-0.479133302
10114,0,43.68104914,1,0.548322226
10115,0,36.24728965,1,-0.846777942
10116,0,47.4009437,1,-1.022093034
10117,0,41.27532679,0,0.976544866
10118,1,51.15360203,0,-0.141830511
10119,1,50.72576259,1,0.641383732
10120,0,40.54293851,0,2.109061453
10121,0,45.21207503,1,-0.053563956
10122,1,49.1321194,1,-0.225405813
10123,1,48.91230789,1,-0.589034743
10124,0,46.33737052,1,-0.605497468
10125,1,35.89027093,0,-0.479291996
10126,1,41.20891375,1,1.199545986
10127,0,35.04444318,1,0.084373373
10128,1,45.71488377,0,0.426986166
10129,0,39.59724148,1,0.569601527
10130,0,36.47850671,0,-0.587984872
10131,0,35.67709765,1,0.385630128
10132,0,56.31193741,1,-1.988485596
10133,1,39.32337392,1,-0.616538462
10134,1,66.26390821,0,0.229317589
10135,0,38.90599801,1,-1.245593556
10136,1,46.67661968,0,0.85602596
10137,0,64.42893125,1,-0.388291638
10138,0,47.8595626,1,-1.5659434
10139,0,33.71867985,1,-0.184331532
10140,1,37.88336998,1,-1.320345508
10141,1,34.66636921,1,-0.28419274
10142,0,49.40803879,1,-0.921050929
10143,1,34.73153926,1,-2.133467837
10144,1,55.50861187,0,-0.144511548
10145,1,32.95603068,0,0.606314655
10146,0,44.50395261,1,1.904281103
10147,1,55.75329725,1,0.720680068
10148,1,41.23323873,0,0.612796377
10149,0,54.47590014,0,1.712991615
10150,1,58.50997738,0,0.24514805
10151,0,56.93697509,1,0.565589995
10152,1,48.89439517,1,0.953436179
10153,1,42.22863145,1,-0.717118718
10154,1,38.01691287,1,-0.158008993
10155,0,37.74525433,1,-0.767605972
10156,0,48.31464306,0,-0.188332025
10157,1,29.22783718,0,2.177982245
10158,0,59.17150916,0,-0.010971028
10159,1,35.81214696,1,0.077894217
10160,1,32.97987393,1,-0.262338063
10161,0,55.629508,0,0.063600705
10162,0,42.7215197,1,2.012899938
10163,1,54.00883583,0,-0.19870459
10164,0,46.96614208,1,-1.666838371
10165,1,43.14761914,1,1.323664087
10166,1,53.98431615,0,-1.243353143
10167,0,46.78525951,0,-1.70492517
10168,0,38.41430609,1,-0.094563058
10169,0,58.79102774,1,-0.15734545
10170,0,33.43037156,0,1.961019961
10171,1,27.86355533,0,0.301472297
10172,1,30.76873688,1,1.640705384
10173,1,63.60976645,1,-0.583336829
10174,1,51.66723275,1,-1.030515423
10175,1,28.24872644,1,-1.26334096
10176,1,39.6291247,0,1.335654347
10177,0,33.46852478,0,0.405474686
10178,0,50.79087564,1,-3.036929504
10179,1,46.92493748,1,-1.697067443
10180,1,43.69015669,1,0.422050848
10181,0,27.44538196,1,0.569437365
10182,0,49.79371841,1,-0.042219366
10183,1,50.84829016,1,0.61733475
10184,1,46.77688701,0,-1.27094634
10185,0,36.60367656,1,-0.355187359
10186,0,47.98170969,0,0.620586884
10187,1,52.68293587,0,1.634077564
10188,1,48.99307981,0,-0.677732611
10189,1,48.75261984,1,-0.748033741
10190,1,33.07262742,0,0.341734739
10191,1,41.81337454,1,-2.724958702
10192,1,41.77166774,1,-0.807347359
10193,0,33.93243955,0,0.792737099
10194,1,48.28928171,1,-1.686675206
10195,1,42.01333865,1,-0.917389313
10196,0,51.7884921,0,-1.419266785
10197,0,34.72209165,0,-2.026714132
10198,0,37.97692008,1,-0.297628007
10199,1,33.87621709,1,-0.042559029
10200,1,49.9856913,0,0.849639682
10201,1,60.90694164,0,0.438059593
10202,1,44.44081978,0,-0.263953515
10203,0,52.52984227,1,0.605705092
10204,0,45.64344741,1,0.593024757
10205,1,51.05637185,1,0.515487982
10206,0,35.62027829,1,0.204345266
10207,0,51.80623489,0,0.188557454
10208,0,29.51032287,1,0.122858116
10209,1,43.71875541,0,2.01800116
10210,0,48.18557084,0,-1.446201601
10211,1,62.65937167,1,-1.066803146
10212,0,37.93841547,0,0.174029666
10213,1,41.54009455,1,-0.615822874
10214,0,51.41224218,1,1.153742423
10215,1,53.06022172,1,1.03775592
10216,0,35.66328883,0,-0.593793181
10217,0,52.88529386,1,0.684567944
10218,1,41.98116879,1,-0.03392498
10219,1,44.57441691,1,-1.05394672
10220,0,48.16096668,0,-0.726539499
10221,1,60.71918874,1,1.511739922
10222,1,43.64377113,1,1.21508616
10223,1,61.72224926,0,-1.692496264
10224,1,31.95267848,1,-0.617060335
10225,0,38.71067135,0,-0.412950906
10226,1,46.74418563,1,-1.09006342
10227,0,46.12336305,1,-1.099999252
10228,0,46.52798972,0,-0.0699885
10229,0,53.18359315,0,-0.648409343
10230,0,39.02883993,1,0.116191587
10231,1,35.55030312,1,0.00272375
10232,0,47.42457912,0,1.94250356
10233,1,50.38489734,1,0.082588039
10234,0,41.68185355,0,-2.261123298
10235,1,53.24883544,1,-1.511882354
10236,1,38.03645814,0,-0.196367046
10237,1,54.02919933,1,-0.087017822
10238,0,47.55655975,1,0.501487704
10239,0,52.44976108,0,-0.990675645
10240,0,53.06314773,0,0.411659834
10241,0,38.65444647,0,1.09642281
10242,0,40.27554823,1,-0.674654817
10243,1,43.39788955,1,1.773114204
10244,1,39.52174045,1,-1.380018723
10245,0,46.40363116,1,1.125239371
10246,1,36.76085786,0,0.273366028
10247,0,47.85216388,1,0.464705394
10248,1,31.24285509,1,0.046618234
10249,1,46.03525708,0,-1.785361767
10250,0,34.57082358,1,-0.464401022
10251,0,59.08758962,1,0.816041377
10252,1,48.74822051,1,0.084007208
10253,0,34.74420398,0,0.857575556
10254,1,45.93381515,1,-0.690248338
10255,1,42.91838807,1,-1.693540828
10256,1,42.51706975,1,0.844247669
10257,0,62.23460076,0,1.373045574
10258,1,53.60720451,0,-0.476325094
10259,0,37.69948237,0,1.413406891
10260,0,43.62578736,0,0.507454452
10261,0,43.80218606,1,0.022838306
10262,1,77.92001699,1,1.31721308
10263,0,45.94493212,1,-0.009197253
10264,1,33.18915691,1,-0.369045604
10265,1,39.78235389,1,0.570180016
10266,1,34.7848405,0,1.130895107
10267,0,50.52294237,0,-1.813843492
10268,0,40.30861298,1,-0.466892115
10269,0,47.46028696,0,1.451026943
10270,1,49.508832,0,0.95281629
10271,0,17.78888845,1,-0.765878703
10272,0,45.55378518,1,-0.508049468
10273,1,46.37688881,0,0.391385406
10274,1,46.72071949,0,1.012626625
10275,0,48.36042311,1,1.624596518
10276,1,44.01215577,0,-0.071472961
10277,1,46.67130488,1,0.327582172
10278,0,44.09108613,0,0.66385312
10279,0,46.428659,1,-1.566910474
10280,0,40.77160712,0,-0.732416889
10281,1,39.03810159,1,0.435934222
10282,0,49.701731,1,-0.130250106
10283,0,38.04602272,1,1.927010196
10284,0,42.15810264,0,0.395852231
10285,0,45.77849636,0,0.204415064
10286,0,45.9077013,1,0.184919016
10287,1,30.45811913,0,0.660556148
10288,1,26.23692632,1,-0.389182364
10289,0,35.78738265,0,0.652484185
10290,0,58.31429367,1,-2.074168067
10291,0,49.6959644,1,-0.942862449
10292,0,41.27750529,1,0.455394595
10293,1,45.13981033,1,1.717666288
10294,1,49.30251641,0,-0.902799002
10295,0,45.90867826,0,2.780594181
10296,0,52.92771772,1,-0.723807223
10297,0,44.2213638,0,-0.321066598
10298,0,39.98164019,0,0.31333739
10299,1,39.54472647,1,0.077770216
10300,1,46.30838436,1,-0.474084005
10301,0,63.95421599,1,0.374401657
10302,1,35.85771069,1,0.188536243
10303,1,42.82599704,0,0.420474188
10304,0,58.69269065,0,-0.172041353
10305,1,35.52486083,1,0.111791509
10306,1,68.60743398,1,-1.61541273
10307,1,48.89630758,0,-0.225381822
10308,0,53.23662764,1,0.013327627
10309,0,47.44084245,0,-1.005859814
10310,0,74.83846604,1,1.844750557
10311,1,40.31054215,0,0.570919706
10312,0,48.14480154,1,0.502532507
10313,1,35.68309087,1,-1.107016423
10314,1,46.57002915,1,-1.641702232
10315,1,45.55470518,1,-1.459311145
10316,0,45.82150423,1,0.549811157
10317,1,76.60557551,1,1.498783672
10318,1,41.6220547,1,1.102693296
10319,1,26.3586294,0,-0.363767056
10320,1,46.77799436,1,0.761868664
10321,0,38.60830486,1,0.322477819
10322,1,51.13963997,1,-0.919998942
10323,1,36.86978294,1,0.387638076
10324,1,55.45432964,0,1.877069005
10325,1,56.97602415,1,-0.21101503
10326,1,45.18091069,1,0.093177831
10327,1,34.79079131,0,-0.568579469
10328,1,51.70941552,0,-0.554650815
10329,0,62.37342178,0,0.914378697
10330,0,48.29200066,1,1.250562196
10331,1,42.20769863,1,-0.245815847
10332,1,32.42122062,1,-1.93231592
10333,0,29.02308182,0,-0.409633812
10334,0,34.7117195,1,-1.489646042
10335,0,53.77691615,0,-0.469145466
10336,1,39.96147238,1,1.066290793
10337,0,42.75603323,0,-1.431758743
10338,0,40.52444782,1,2.014774525
10339,0,37.83196114,1,0.026773165
10340,0,48.13365687,1,0.605603873
10341,1,43.72232923,0,-0.619958002
10342,1,40.06079182,1,-1.060660849
10343,1,56.94121594,1,-0.695698494
10344,1,28.51564345,1,-0.231319476
10345,1,28.72772342,1,1.164714131
10346,1,56.29361504,1,-0.032284257
10347,0,37.61460402,0,0.100652416
10348,1,43.6633986,1,0.744428137
10349,0,33.76924197,0,-0.885373065
10350,0,42.73271836,0,-1.40447024
10351,0,49.15646837,1,0.311107278
10352,0,34.63487733,1,1.46287279
10353,1,62.12547776,0,0.501335315
10354,1,49.09453367,1,-0.730968286
10355,0,63.11648236,1,1.087077604
10356,0,42.43633729,1,0.805299437
10357,1,39.76749436,0,-0.409394112
10358,0,44.25376397,1,-0.39134917
10359,1,46.68530349,1,-1.408774243
10360,0,37.92415209,1,-0.128641377
10361,0,54.21171387,1,-0.004684415
10362,0,51.18528403,1,0.443265096
10363,0,29.73226655,1,-0.070742904
10364,0,43.82432314,0,-0.969463912
10365,0,50.92549987,1,-1.078177683
10366,1,46.13256135,0,1.820601354
10367,1,44.9301115,1,0.182790754
10368,0,45.10147128,1,-0.632203387
10369,0,44.97123047,1,1.104432175
10370,1,52.98109538,1,-0.079966144
10371,0,38.33458848,1,-0.166817745
10372,1,49.97306972,0,-1.438891791
10373,0,44.3700916,1,0.539096215
10374,0,52.66412827,0,-1.312853401
10375,0,38.80762753,0,1.392740763
10376,1,36.11706313,1,1.309597968
10377,1,50.9026727,1,0.917913648
10378,0,31.32400484,1,0.371233712
10379,0,31.96291602,0,0.716083908
10380,1,55.93837332,1,0.164320939
10381,0,66.59917162,1,0.906406381
10382,0,45.20075967,0,2.011825242
10383,0,49.0725909,1,1.103343472
10384,1,31.88695129,1,-0.604250582
10385,0,40.05920819,0,-0.362907092
10386,0,45.10443653,1,-0.24039672
10387,1,37.77841693,0,1.389958597
10388,1,65.381798,1,-0.530545043
10389,1,44.49110149,0,1.251602591
10390,1,47.25380763,0,0.393840548
10391,1,44.55571885,1,1.019616863
10392,1,34.69614068,1,0.180794168
10393,0,41.18715897,1,1.973661141
10394,1,37.43290705,1,-0.8551444
10395,0,39.7794434,1,-1.419754985
10396,1,62.14132278,0,1.55540685
10397,1,47.64706183,1,0.186278054
10398,0,39.03175148,0,2.000698845
10399,1,38.11282733,1,-1.589962204
10400,1,40.62233692,1,-1.572008084
10401,1,51.66509067,0,-0.417159553
10402,1,30.63568232,0,1.815518791
10403,1,56.76596735,0,-0.474285315
10404,0,57.23304532,0,-0.65896318
10405,1,44.94979234,0,0.002336511
10406,1,32.47181351,0,-0.104415929
10407,0,44.13096316,1,0.072812117
10408,0,59.15689218,0,0.548612895
10409,0,40.27828247,1,0.16042145
10410,0,36.38296209,0,-2.275669219
10411,1,32.99942468,1,-0.092930462
10412,1,41.36027671,0,1.548014543
10413,0,40.47195803,0,-0.022204083
10414,0,74.10988035,1,-0.462551309
10415,0,36.96591617,1,0.796262225
10416,1,31.16027903,1,-0.682121053
10417,1,34.58135397,0,0.294629773
10418,0,56.42128906,1,-2.786546588
10419,0,31.37532442,0,1.099441087
10420,1,35.40170486,1,-0.093050882
10421,0,51.52566017,1,0.72431884
10422,0,38.06903387,1,0.280432926
10423,0,62.59684392,1,0.807667841
10424,0,43.30932148,0,0.548762501
10425,1,76.79241363,1,0.390772848
10426,0,30.36854741,1,-0.521324393
10427,1,26.38967229,1,2.707919459
10428,1,46.89912672,1,-1.674078977
10429,1,31.3642211,1,0.882477784
10430,1,42.30158787,0,-0.324947482
10431,1,56.36337583,0,1.851029836
10432,1,35.48312541,1,0.178968205
10433,1,55.33425229,1,1.189856301
10434,0,36.01121371,0,-0.261443859
10435,0,39.79895928,0,-0.780466629
10436,1,61.53334644,1,0.470160888
10437,0,36.43431787,0,-0.354866323
10438,1,44.49746085,1,-0.311384936
10439,0,50.47173831,0,0.821396593
10440,1,42.27468704,0,1.43079727
10441,0,36.31338973,0,-1.184628354
10442,1,45.90620833,1,0.490549018
10443,1,49.00953469,1,-1.003676286
10444,1,62.57165601,0,0.514971213
10445,0,45.5803925,1,0.589178321
10446,0,34.68849403,0,0.462891936
10447,0,39.17897779,1,-0.594884767
10448,0,39.3186131,1,0.447511531
10449,1,29.8161766,1,-0.083380387
10450,1,47.45846777,0,-1.726369635
10451,1,41.08750415,1,1.369986565
10452,1,66.51627069,1,-1.660726615
10453,1,43.88689299,1,1.005337711
10454,0,58.05218586,0,0.052626747
10455,0,49.68899971,1,-0.532802343
10456,0,47.35901862,0,-0.10391497
10457,0,56.73647225,1,-0.351479608
10458,0,43.46861286,1,0.076333402
10459,0,41.80470515,1,0.59924783
10460,0,63.21452618,0,0.150921935
10461,1,52.56091137,0,-0.637592409
10462,1,48.08125844,1,-0.178273206
10463,1,42.5242342,0,-0.946739564
10464,0,34.43392544,0,0.624465572
10465,1,41.47674081,1,-0.387850495
10466,1,32.90546908,0,1.129395456
10467,1,38.61745053,1,-0.160002866
10468,1,43.63022302,1,-0.126094606
10469,0,41.02789876,0,1.036306622
10470,1,38.45193701,1,-1.014548357
10471,0,54.68075012,0,-0.452246389
10472,0,69.56373165,1,0.056011883
10473,1,55.00622239,0,0.494286885
10474,0,53.41678314,0,0.749117877
10475,0,72.94171648,1,-1.098891924
10476,0,38.26246063,0,0.265173767
10477,1,45.63782588,1,-0.914087133
10478,0,46.84694135,0,-1.63414633
10479,0,59.98512796,1,1.381067903
10480,0,37.09970122,1,-0.025796966
10481,0,41.85509601,1,0.329604588
10482,0,39.76326323,1,1.080469201
10483,0,51.65655504,1,0.043801052
10484,1,49.73597611,0,0.029997452
10485,0,48.22868935,1,0.971609027
10486,0,50.32038056,0,-1.14808166
10487,1,47.83891364,0,0.270307722
10488,0,45.47940671,0,0.849017847
10489,0,34.43870998,1,0.783159368
10490,0,40.58465451,1,-1.87598288
10491,1,46.05629755,1,-0.242741416
10492,0,47.92313446,1,-0.222137396
10493,0,52.44532609,0,0.640181012
10494,0,36.81906297,1,1.024306812
10495,1,39.15885013,0,-0.871773175
10496,0,45.46179952,0,-0.288526688
10497,0,66.70735452,1,0.061961155
10498,1,47.32213673,0,-0.931240657
10499,1,37.93396128,1,0.076585229
10500,0,59.76764091,1,0.33789144
10501,1,47.24757405,1,-0.869979757
10502,1,43.97326984,1,0.275255179
10503,1,42.64362565,1,-1.037405227
10504,0,40.18697731,0,-0.670750312
10505,0,53.75010381,1,0.508641824
10506,0,29.6109754,0,-1.339478844
10507,0,60.17589154,1,0.724764542
10508,0,54.78134273,0,0.689154423
10509,0,53.99487782,1,0.472140497
10510,0,51.88055127,0,0.964149173
10511,0,34.9837178,1,-1.047001159
10512,1,45.44015155,1,1.271425148
10513,1,41.64608008,1,-1.41346334
10514,0,55.88247022,1,0.832308266
10515,0,32.83239646,1,-1.139716546
10516,0,40.92148273,0,-1.154249988
10517,0,65.04333144,0,0.461923331
10518,0,41.73130081,0,-0.729583867
10519,0,43.96148065,1,-1.881857712
10520,1,42.64724477,0,-0.394617164
10521,0,40.3589924,1,-0.037299646
10522,1,56.00633803,1,-0.820275907
10523,0,43.25485169,1,-1.257993882
10524,1,45.17255056,1,0.334619456
10525,1,52.67582667,0,0.91663849
10526,0,61.09530664,1,-2.621412323
10527,0,44.8805355,1,-1.739243841
10528,1,44.13023501,1,-0.653496085
10529,1,36.13199208,1,0.767737695
10530,1,41.85024126,0,-0.244466048
10531,1,32.93565648,0,-0.388035478
10532,1,32.02949183,0,-0.70667077
10533,0,40.39438365,1,0.824909633
10534,1,35.54773887,1,-2.058580809
10535,1,42.63648369,1,-1.98441075
10536,0,46.08146368,1,-0.046501742
10537,1,32.74792294,1,-1.541951876
10538,0,51.2624224,1,1.389643091
10539,0,37.55861729,0,0.600223626
10540,1,47.35554742,0,0.40000304
10541,1,28.54838281,0,0.003562316
10542,0,31.7676115,1,0.410372177
10543,0,50.14642825,1,-0.287720113
10544,0,46.83879163,1,1.440694281
10545,0,41.36313002,1,0.618035529
10546,0,56.14867777,1,-0.881431519
10547,0,60.75521446,0,0.970676032
10548,1,27.46453498,1,-1.786844553
10549,0,49.29317801,0,1.243344153
10550,0,44.77671179,0,-1.148119578
10551,0,51.36795519,1,0.242702177
10552,1,31.97680339,1,0.207583304
10553,1,49.07289507,1,-0.341013891
10554,0,50.30546996,1,-1.347431708
10555,1,64.48142142,1,-1.370952129
10556,1,54.79268193,0,1.237771414
10557,0,69.91918434,0,-1.199301115
10558,1,49.92247712,1,0.676863058
10559,1,57.05281436,1,-0.826241148
10560,0,28.02053041,0,0.978161058
10561,1,29.89258208,1,1.736342792
10562,1,43.48379363,1,1.848344157
10563,0,29.05264134,0,-0.822164527
10564,1,47.02291867,0,-2.743885045
10565,1,51.75184406,0,-0.767904567
10566,0,34.64430726,1,-1.396336484
10567,0,41.31201917,1,-0.141710371
10568,0,46.21299624,1,0.114147633
10569,1,29.8502714,0,-2.280349012
10570,0,38.62613577,0,-0.033914627
10571,1,58.75753244,1,-0.798313479
10572,1,41.8856627,0,0.348317543
10573,1,52.16891405,0,0.352575432
10574,0,36.37266432,0,1.176935136
10575,0,44.80259101,0,0.220531808
10576,0,47.03569764,1,0.683838123
10577,1,50.24959053,0,0.229573314
10578,1,36.65188686,0,-1.518711331
10579,0,42.05573135,1,-1.459779823
10580,1,50.36853417,1,-1.404471672
10581,1,60.40924622,0,-1.419238172
10582,1,31.41726579,1,0.754426792
10583,0,45.71581844,0,0.328366904
10584,0,53.50308229,1,-2.034224354
10585,1,56.92956282,0,0.407696596
10586,1,58.65152754,0,0.384909538
10587,1,53.67034645,1,-0.028072501
10588,0,37.51316419,0,-0.037096779
10589,0,58.37350455,1,-3.264811768
10590,1,28.7555093,1,-0.077897329
10591,1,45.40986608,0,-0.233035558
10592,1,44.40822615,1,-0.81814691
10593,1,39.44171829,1,-1.169145771
10594,0,48.31899149,1,-0.313820593
10595,0,47.53328541,1,0.500116434
10596,0,60.08441219,0,0.83734967
10597,0,38.65352005,0,-0.7466889
10598,0,59.38505581,1,0.229352049
10599,0,34.80538907,0,-1.166433587
10600,0,45.22897454,1,0.583560039
10601,1,71.75876811,1,-0.341897372
10602,0,66.39358519,1,0.426248976
10603,0,53.3444204,1,0.853958614
10604,0,38.37943753,0,0.520357015
10605,1,40.47303363,1,-0.110692798
10606,1,40.9542559,1,1.254602963
10607,0,34.70383131,1,-0.585700435
10608,0,40.43792534,1,0.235048099
10609,1,45.74381445,1,0.935993233
10610,1,38.51377333,1,-1.188805174
10611,0,41.18735143,1,-0.265467221
10612,0,76.65556517,1,-0.038622881
10613,1,29.17797851,1,-1.62391245
10614,0,44.57751112,1,-0.147290986
10615,0,34.97567037,0,-0.715066173
10616,0,47.84314524,1,-0.573908319
10617,0,40.30720233,0,-0.174149146
10618,1,26.3108266,1,1.347597816
10619,0,47.20569473,1,-1.008955575
10620,1,59.25651574,0,-1.597700086
10621,0,50.24194487,1,-0.105302553
10622,0,59.31727308,1,1.129592618
10623,1,40.10360423,0,-0.412535879
10624,1,41.76436573,0,-1.602229778
10625,1,42.10067951,1,1.3898402
10626,0,39.23765932,0,-0.498273739
10627,0,55.84664233,1,1.940381334
10628,0,62.04256421,1,-0.631414123
10629,1,43.0310113,1,1.438040944
10630,0,54.67758627,1,0.030387899
10631,0,66.84130104,1,1.642985374
10632,0,47.39377471,1,0.002604798
10633,1,40.57742988,0,0.411385143
10634,0,40.31081055,1,-1.552854133
10635,0,48.97193532,0,-0.397703483
10636,1,41.87141748,0,-1.630763966
10637,0,46.6747452,1,-0.911121115
10638,0,42.43068175,0,1.832446343
10639,1,30.30247884,1,0.063000603
10640,0,28.56153548,1,0.093965736
10641,1,51.10208291,1,-0.078623387
10642,1,54.26370151,1,1.611626232
10643,1,57.56988476,1,1.972753634
10644,1,48.77166366,1,1.443356635
10645,1,43.01656435,0,-0.050051888
10646,0,57.81255302,0,0.624746273
10647,0,30.38889466,1,-1.620045068
10648,0,44.03341158,0,-0.106968249
10649,0,45.34922715,0,0.649386565
10650,1,39.79804161,1,1.507146721
10651,0,51.69098414,0,0.986017569
10652,1,55.78181721,1,-0.68392797
10653,0,42.70857396,0,1.145460978
10654,0,65.4478777,0,1.776539902
10655,0,44.2488483,1,-2.159773896
10656,1,40.9782103,0,1.414740245
10657,0,40.33047952,1,1.002472137
10658,1,46.2787936,1,-0.019020759
10659,0,64.73974439,1,-1.7225142
10660,1,35.40851252,0,0.81985162
10661,1,37.87835567,1,-1.170083171
10662,0,66.46633367,0,0.266819124
10663,1,44.73938103,1,1.476253235
10664,1,58.82019857,1,0.354591947
10665,0,55.87887107,1,1.608490045
10666,0,44.22396254,0,0.635079548
10667,1,36.77364057,1,0.580951052
10668,1,43.98775565,0,-0.806548536
10669,1,60.32450637,1,0.449405457
10670,1,48.47897395,1,-1.537842062
10671,1,53.12601142,0,0.762492692
10672,0,38.53402586,0,-0.820155913
10673,0,39.22395879,1,0.547409432
10674,1,53.53901147,0,-0.4986718
10675,1,58.65532151,0,-1.511226162
10676,1,48.64861814,0,0.565628654
10677,1,44.23066157,1,0.334926037
10678,0,46.08849484,1,1.178047825
10679,0,47.18076626,0,-0.831711586
10680,1,46.71294848,1,-0.579649447
10681,1,31.96052822,1,-1.862093637
10682,0,53.27519662,1,-0.675173104
10683,0,50.87375913,1,-0.143002766
10684,0,54.52588783,1,-0.466949754
10685,1,42.06985992,0,0.636755786
10686,0,41.65451712,0,-0.71961465
10687,0,42.39426018,1,1.964255102
10688,1,49.98566641,0,0.768885304
10689,1,61.87513021,0,-0.779989915
10690,0,39.63838421,1,1.451505844
10691,1,39.45095446,1,0.575983842
10692,1,33.32493308,1,1.287778745
10693,1,48.83930674,1,0.162538428
10694,1,57.539986,1,-0.846171381
10695,1,55.17494482,0,0.538574303
10696,0,40.38917169,1,0.789139883
10697,0,45.89357539,1,0.220363269
10698,0,42.58337648,0,-0.187403343
10699,0,49.75578917,0,-1.846464654
10700,0,62.44690805,0,1.235214637
10701,1,39.97992235,0,-0.803683357
10702,0,38.19790951,0,0.322387861
10703,0,66.94063049,1,0.694244054
10704,1,44.57180158,1,-1.339799464
10705,0,45.30026327,1,1.390943493
10706,0,57.1898024,1,-1.879252883
10707,1,37.68165226,1,0.656520975
10708,1,41.01077519,0,0.683443406
10709,1,42.510563,1,0.315973136
10710,1,37.7193251,0,-0.775963602
10711,0,47.88961093,0,0.571904105
10712,1,30.60935857,0,-1.380500006
10713,1,49.43658139,1,-0.953445445
10714,0,43.32907538,1,0.19049575
10715,0,56.5672718,1,-1.440008575
10716,0,40.45903384,1,-1.06339917
