id,Y,T,X1,X2,X3,X4
59,28.48143527,0,1,46.88443521,1,0.129509405
60,43.02064525,0,1,65.4544568,1,-0.013677908
61,29.55662807,0,1,48.15285467,1,-0.539917978
62,21.22089924,0,1,39.30328426,1,0.261362432
63,27.73772508,0,1,46.61952635,0,0.625981558
64,28.6918119,0,1,46.70115332,1,0.980676531
65,22.82432727,1,0,39.34738279,1,0.841632881
66,23.40809258,0,1,40.78239042,1,-1.428451165
67,24.47370344,0,0,43.82696302,1,-2.575176298
68,22.60963708,0,0,40.58132859,0,-0.092334446
69,30.07044822,1,1,51.03560092,0,-0.180884288
70,16.88775181,0,0,34.04488135,0,-1.791442106
71,25.19387361,0,1,42.65268405,1,-0.115623544
72,45.29185203,1,1,60.93160348,1,1.762425674
73,36.96176899,1,1,56.8053615,0,-0.466582891
74,20.31644779,0,0,38.7086034,0,0.857560803
75,20.42626971,0,1,37.94074017,1,-0.772866063
76,24.38152109,1,1,43.4239789,1,-0.172677364
77,23.64874062,0,0,41.85312909,1,-0.353954555
78,30.5500871,1,0,44.75174519,0,1.402345294
79,29.39110585,0,1,48.66579899,1,-0.191422485
80,31.16365099,0,0,51.82841542,1,-0.674934039
81,14.23885999,0,1,28.69065903,1,1.259206354
82,30.4017659,1,1,51.40370837,1,-0.274050925
83,31.69658683,0,0,51.91292884,1,0.680443582
84,16.91350968,1,1,29.84607551,1,1.033656474
85,29.65026171,0,1,49.19243512,1,0.382415391
86,31.84018983,0,0,53.02269441,1,1.326029223
87,29.33582912,1,0,48.78636243,0,-0.526045719
88,24.68119515,0,0,44.88473881,1,-0.084307213
89,21.44191866,0,0,39.82473702,1,0.086017177
90,25.55382235,0,1,43.7835178,0,-0.173413822
91,23.33746098,1,1,41.41371225,0,-0.53262485
92,20.45625349,0,0,38.51231789,0,0.052658812
93,25.48251601,0,1,44.07754982,1,1.025989245
94,22.64355357,0,1,40.66090332,1,-0.724323978
95,22.67091855,0,1,40.23650976,0,0.37041371
96,26.96494351,0,0,46.09278452,1,1.561020213
97,42.76591647,0,0,66.77023185,0,-1.640385848
98,17.51494272,0,0,35.49406938,1,-1.275982456
99,42.86571616,0,0,65.15780642,0,-2.602006476
100,19.04028739,0,1,36.43014925,0,-0.452710672
101,20.43549722,0,1,38.03184751,0,-0.225434688
102,31.11251313,0,0,51.78814288,0,-0.174886973
103,36.09626918,0,0,58.33788016,0,1.957476248
104,31.11295531,1,0,46.91051734,0,-1.229392509
105,23.75966249,0,1,41.79957582,1,-0.205412827
106,32.14983635,0,1,52.51119292,1,-0.248136645
107,20.44862744,0,1,37.09107834,1,0.828501247
108,20.51023701,1,1,39.55897763,1,-0.090892456
109,25.14069003,0,0,43.23911029,0,2.358413257
110,37.44377719,1,0,60.57606465,0,0.434375913
111,28.57692009,0,0,47.99895203,1,0.316021073
112,30.82164139,0,0,51.22642259,1,-0.563223587
113,31.48910715,1,1,53.10263953,1,0.203733987
114,25.78036568,0,0,45.04771775,1,0.245563017
115,48.80421072,0,1,73.37885147,1,1.038034953
116,32.55241409,1,1,54.36523337,1,0.258264231
117,23.72569829,0,1,40.41146359,1,0.619534367
118,23.50832913,1,0,41.91263812,1,0.362461818
119,33.16471637,0,1,54.32278753,1,0.672368558
120,17.18186855,0,1,34.78837063,0,0.762002018
121,20.82340303,0,0,37.75626728,1,-1.963124518
122,28.04873301,0,0,48.40571131,0,0.013163019
123,24.09123086,1,1,41.63868263,0,-0.406450964
124,11.03572187,0,1,26.09681859,1,-0.925894014
125,38.77136604,1,1,59.73871363,0,-0.590165934
126,24.96534589,0,0,44.35395595,1,1.014575228
127,30.9821669,1,1,51.46075185,1,-0.338457821
128,22.42563805,1,1,31.4816025,0,-1.831327419
129,18.96300642,1,0,37.80704126,0,0.18861152
130,14.63545256,0,1,29.20578675,0,1.146681988
131,22.45858764,0,0,40.04691256,1,-0.912075009
132,21.02731361,1,1,39.43846359,1,-0.337861022
133,37.22956539,1,1,53.91548201,0,1.059985552
134,27.51745574,0,1,46.61304253,0,1.715478703
135,29.29649461,0,0,49.82793435,0,0.100965733
136,14.87981465,0,0,31.47961969,1,-0.432497296
137,30.74852109,0,0,50.77180349,0,-0.334080067
138,23.26356158,0,0,42.08095584,1,-0.36821489
139,15.59741546,0,1,30.43780968,1,-0.88392058
140,16.19912315,0,0,31.68964408,1,-2.948031094
141,31.33431833,0,0,50.68676986,0,0.03868099
142,43.71697406,1,1,62.57232417,1,-1.129421331
143,25.68210058,1,1,45.44899963,1,-0.267839191
144,34.96398359,0,0,55.84638023,1,-1.839954991
145,48.77205508,0,1,73.3593982,1,-0.648456223
146,26.47230781,0,1,44.56028908,0,1.330071155
147,24.29857799,0,0,43.2770277,0,0.674628558
148,19.77565967,0,1,35.18664181,1,-0.095941189
149,17.59352612,0,1,33.94506328,1,-0.115416362
150,37.24191893,1,0,59.36323649,1,0.615909563
151,18.80271439,1,1,32.06320104,1,-1.015499944
152,25.78483519,1,0,47.50291485,1,-0.090129683
153,18.56256818,1,0,36.2057539,1,0.378109319
154,32.30339453,0,1,52.9815593,0,0.867428566
155,43.23287896,1,0,62.32971493,0,1.119709085
156,25.12642849,0,1,44.55136928,1,-0.559242615
157,17.25820006,1,1,35.15591196,0,0.21495191
158,28.11857611,0,1,46.76069129,1,-1.137641167
159,41.5996496,1,0,66.15406741,1,-0.167218946
160,25.28807758,0,0,45.24879023,1,2.297218166
161,15.70721791,0,1,30.92219582,1,0.861506415
162,32.33841138,0,1,51.61173691,0,0.059116725
163,15.20136126,1,0,32.64465729,1,-0.175793855
164,27.29611042,1,1,45.18316131,1,-0.593077648
165,17.85870655,1,1,35.94627099,0,0.310115093
166,26.53368459,0,0,45.7681517,1,-0.569165307
167,38.20094472,0,1,59.80975147,1,-0.078474934
168,38.79316743,1,1,63.08208758,1,-0.055942651
169,32.31031542,0,1,51.85697808,1,-0.371838042
170,34.64951046,0,1,54.33878128,1,-2.242542121
171,31.53900235,0,0,51.84343626,1,0.614883835
172,23.12513464,0,1,40.23519969,0,2.021375017
173,25.70097607,0,1,43.84195951,0,-1.884064319
174,35.05869681,0,1,55.21749791,1,0.290398548
175,32.51859709,1,0,54.44083158,0,-0.235474374
176,20.45975446,1,0,35.95572372,1,-0.799193398
177,21.29193552,1,0,41.51686778,1,-0.137792841
178,29.31088678,1,0,42.90409613,1,1.463901817
179,24.08803316,0,0,42.78301524,1,-1.494145369
180,21.35613577,0,1,38.4006515,0,0.481624133
181,13.31859477,0,0,29.4715002,0,0.049385177
182,27.60702893,1,0,37.87524662,0,1.953246674
183,17.51726896,1,1,34.27311431,1,-0.342206742
184,25.80935064,0,0,44.48355448,1,-0.849475545
185,33.7911822,0,1,53.52767236,0,0.595598892
186,22.50095251,1,0,41.37869384,1,-0.456691423
187,22.78507923,0,1,41.32830844,0,0.206482456
188,19.92658942,0,1,35.86346219,0,-0.869845615
189,25.10808085,1,1,40.03174363,1,1.042723358
190,29.18399735,1,0,50.62201745,1,0.258422725
191,30.83402535,0,1,49.10919707,1,0.379398993
192,15.7370585,0,0,31.54627282,0,-0.246805007
193,24.0601924,0,1,42.09699661,1,-0.013435418
194,14.99858383,0,0,31.87145839,1,-0.622639852
195,20.46050646,0,1,38.06985307,0,0.814542344
196,19.2101837,0,0,36.57803719,0,1.099507741
197,48.60059145,0,1,72.68157182,0,0.838150819
198,20.70290613,1,0,37.73510524,0,0.548535685
199,43.95039717,1,0,57.91109097,1,2.116533286
200,32.02690977,1,1,49.61233982,1,0.76757178
201,17.90308741,0,0,34.96077848,1,-0.223579812
202,16.08908282,0,1,31.58337069,1,-0.565384674
203,31.42744514,0,1,50.20539745,0,1.639646508
204,15.68392795,0,1,30.8201725,1,0.747016418
205,39.03094443,0,1,59.93856787,1,-0.103133823
206,19.3837365,0,0,36.0003508,1,-0.535993121
207,29.79929019,1,1,48.29385688,1,0.648348047
208,19.19241115,0,1,36.4214698,0,0.735643217
209,27.94405806,0,0,47.03501033,1,1.901681562
210,29.1846767,0,1,48.42462187,1,0.61644734
211,36.21032595,1,1,54.72579121,0,0.967795349
212,33.40632158,0,0,54.07538477,0,0.37841604
213,23.44999589,0,1,41.26725802,1,-0.890991791
214,22.82317813,0,0,41.59175746,0,-0.914684734
215,33.13613104,0,0,54.82683739,1,-0.469406089
216,35.72761298,0,0,56.12555443,1,-0.816060306
217,24.83860573,1,0,32.63930634,1,-2.206683358
218,20.72196292,0,1,39.00144594,0,0.25116141
219,18.7556074,0,0,35.78720988,1,-0.699371017
220,28.86509328,1,0,45.09582891,1,1.169751742
221,21.68063107,0,1,40.32255049,1,0.055336226
222,28.07722542,0,0,47.51211543,0,-1.188885685
223,15.60460024,1,1,27.38221434,0,-1.237254613
224,36.8247331,0,1,57.78161732,1,0.522544946
225,27.31700467,1,0,49.18129287,1,-0.045576826
226,18.23333532,0,0,35.42312551,1,-0.398417455
227,26.09550765,0,1,44.17925122,1,1.3140468
228,31.96400651,0,0,52.39009483,1,-0.994528494
229,31.58230029,1,0,40.20361501,1,-2.540667564
230,20.83420706,0,0,38.11121657,0,0.531013661
231,32.53496117,0,0,52.51326416,1,0.468576193
232,19.59579195,0,0,36.65539009,1,-1.822074227
233,21.81253553,0,1,39.08884112,0,3.211171483
234,17.45609874,0,1,33.5458837,1,0.684287444
235,42.54584022,0,0,65.79332889,1,-0.00662628
236,24.73408039,0,0,43.40399836,1,-0.415129959
237,25.39463528,0,1,44.07619813,0,0.989182235
238,30.52392739,1,1,48.83886892,1,0.548090556
239,39.14673909,0,1,60.74934504,0,0.106423168
240,22.0057296,0,0,40.51112992,0,0.57540321
241,27.71650668,1,0,40.49751485,0,-1.371850223
242,26.2226231,0,1,44.70027655,0,0.378726691
243,33.87066172,1,0,53.94521344,1,0.684102298
244,31.05579058,0,0,51.81388522,0,0.039530221
245,24.21359353,0,0,42.43702776,1,-0.360096193
246,26.88438711,1,1,41.66556449,1,0.971420881
247,19.12788139,0,0,36.58363212,1,1.037665681
248,30.74330033,0,1,50.30111878,1,0.049194106
249,26.36322135,0,1,44.81345949,1,-0.6037053
250,23.73689065,0,0,43.00504697,1,0.660747292
251,31.36007071,0,0,50.80766333,1,0.418136773
252,32.85695721,0,1,54.2583639,1,0.119302768
253,16.51162179,0,0,33.65882765,0,0.049323764
254,12.1592467,0,0,27.01843713,1,-0.740816481
255,33.42361615,1,1,50.46222932,0,-0.896450755
256,38.66775155,1,1,56.24975735,1,-1.136075073
257,28.2740926,0,1,47.02679015,1,-1.585144252
258,41.86566852,0,0,64.48999929,0,0.75301293
259,22.59464914,0,0,40.52038774,0,-0.971103466
260,32.34705297,0,1,52.59022695,1,-0.160915679
261,30.20478297,1,0,52.84643143,0,-0.085503846
262,19.8312492,0,1,35.68569073,1,-0.969052004
263,20.90672553,0,0,38.59814635,0,-0.437867451
264,16.20320742,0,0,32.6321304,1,0.153164319
265,22.53281862,0,0,39.67669687,1,-1.247793268
266,31.03728771,0,0,50.49981459,1,-0.188152351
267,34.24375542,0,0,55.23245386,1,0.802030229
268,29.68594857,0,0,48.77280316,0,0.157729645
269,23.81793573,0,1,42.10514867,1,1.358676566
270,23.52116315,0,0,42.1055264,1,3.085710563
271,32.66516665,1,0,55.3811149,1,0.343945523
272,34.63101614,0,0,55.3804326,0,-0.380759699
273,23.53785098,0,0,41.35541116,1,0.476243133
274,22.89257958,0,1,39.93900948,1,0.182061208
275,17.70199846,1,0,31.3161398,1,1.001489907
276,40.01332006,1,1,53.73462481,0,1.658726588
277,34.14172692,0,0,54.91941329,1,-0.216829896
278,26.14223244,0,1,44.63310079,0,0.386299761
279,17.19661603,0,0,33.72237461,1,-1.25375674
280,25.04772652,0,1,42.97775454,0,0.535010791
281,47.77749224,0,0,70.88103289,0,0.017869535
282,13.66934996,1,0,32.76548089,1,-0.033786644
283,20.08065591,0,1,37.32860641,1,0.136061046
284,26.27350417,0,0,44.34332467,1,1.899346196
285,22.91211654,1,1,36.86411465,1,-0.950351551
286,33.38706458,1,1,56.97136547,1,-0.092446827
287,27.27157818,1,1,47.40414607,0,0.093760749
288,28.26757708,0,1,46.42507349,1,-0.244828441
289,21.49198316,0,1,37.52215502,1,1.037826564
290,22.40317693,0,0,41.67754411,1,-1.717193624
291,17.73648792,0,1,34.48470326,0,-0.342850523
292,22.14237948,1,0,40.02853877,1,0.423867516
293,28.14936849,0,1,45.07872074,1,-1.024055863
294,30.98942592,0,0,52.4864333,1,-1.22767022
295,23.4240812,0,1,41.35072457,1,1.000235873
296,25.92755149,0,1,44.08526048,0,-0.609846992
297,40.29621327,0,1,62.26423624,1,1.086659972
298,25.53701701,0,0,44.09362034,1,-2.218882577
299,29.98242434,0,1,49.3683569,1,2.960248218
300,27.16907045,0,0,45.81732777,0,-0.823337274
301,41.64606852,1,1,64.70150626,0,-0.365823299
302,25.97459228,1,0,45.96508743,1,-0.452144324
303,21.38781355,1,0,37.19560297,1,-0.720088992
304,29.56571293,0,0,50.08491477,0,-0.778020899
305,25.15992146,0,1,43.52931,1,-1.775463845
306,26.09301019,0,0,46.71745828,0,-1.15140991
307,20.11914878,0,1,36.73528488,0,-1.676428995
308,31.53834085,0,1,51.02354841,1,0.112449435
309,28.53182695,0,0,48.00288404,1,2.340365304
310,68.14924997,1,1,92.91543893,1,-1.187028365
311,23.06641195,0,1,39.83028672,0,-0.427024684
312,24.851193,0,0,43.74741147,1,1.577298085
313,32.98005531,0,0,53.25001841,1,0.383225329
314,35.67872491,0,0,56.91038374,0,0.146049212
315,25.03273332,1,1,44.48093845,1,0.256150618
316,13.29637286,1,1,27.33151964,1,-0.778115106
317,31.99908342,1,1,53.87087016,1,0.052711674
318,33.68962194,0,1,54.6560353,0,-0.381806054
319,25.63726686,1,1,40.02376045,1,1.017741426
320,32.09678581,1,0,43.25088469,1,1.925259355
321,24.97900731,1,0,39.07074377,1,1.432326805
322,21.34809437,0,1,39.32859972,1,-1.252095882
323,23.02320345,1,0,39.50067773,1,-0.618828417
324,27.17704423,0,0,47.54710916,0,-0.21576836
325,32.88825658,1,0,52.74661568,0,0.635246927
326,29.41448158,0,0,48.47181202,1,0.297017363
327,27.62807847,1,1,40.29198262,0,1.440651184
328,19.3982473,1,0,34.12529797,0,-0.910410126
329,21.0081488,0,1,37.67533497,0,0.187123919
330,24.42263673,0,1,41.91875,1,-1.638934998
331,29.7489806,0,1,47.93147876,1,1.261968004
332,19.77298063,0,1,37.22845873,0,-1.360072517
333,15.83699402,0,1,30.56225261,1,0.208796961
334,29.74777569,0,0,49.91902774,0,-0.449558967
335,20.01442968,1,0,38.28845535,0,0.481844683
336,18.29612624,0,0,35.76208775,1,0.919335069
337,21.69015155,0,1,38.59318362,1,-0.863717737
338,32.0298502,0,0,53.11872939,1,-0.217570762
339,37.68279655,0,0,59.72398351,1,0.907168967
340,32.16036793,1,1,54.0577208,1,0.138823479
341,19.23846924,0,1,35.18070823,0,0.284890095
342,44.30036765,1,0,64.61454745,1,0.953754124
343,12.49524101,0,1,27.56600225,1,-0.948384642
344,32.85956939,0,0,52.8214142,1,0.052722204
345,21.07936221,0,0,38.7750354,1,-0.394212113
346,26.13040036,0,0,44.25240481,1,-0.872661833
347,43.54272292,0,0,67.178534,1,0.067711576
348,22.42530238,0,1,39.90686371,0,-1.018928848
349,30.30044035,0,1,50.12632542,0,0.014728822
350,33.25604543,0,1,52.99842119,1,1.200285766
351,43.603412,0,1,66.69822186,0,1.011504662
352,43.13705344,0,0,66.44815286,1,-0.967762374
353,18.5938071,0,0,35.37254591,1,-0.317954597
354,24.24515424,1,0,42.53405693,1,0.534049863
355,21.46573549,0,0,38.59592994,1,1.106912252
356,24.41760507,1,0,37.09725233,0,-1.418501732
357,12.38973514,1,0,29.26466622,0,0.271023844
358,17.84518331,1,1,35.73739904,0,0.3666203
359,28.59227988,1,0,50.51195647,1,-0.133965277
360,35.94542929,0,1,56.01213859,1,0.165282715
361,28.68139802,0,0,48.38121358,0,0.606519482
362,23.52614312,1,1,42.43201982,0,-0.276450969
363,37.37847845,1,0,58.42548597,1,-0.416295569
364,37.75884674,1,0,62.01210068,0,-0.060246697
365,20.82940179,0,1,37.72841368,0,-1.996984877
366,28.31306942,1,1,49.38992984,1,0.256201089
367,28.58771736,0,0,48.27582861,1,0.238549236
368,20.34654711,1,1,38.93880978,0,0.139550253
369,25.30646051,1,1,46.99699501,0,-0.069355995
370,30.17841717,0,1,49.25110564,0,-2.856483004
371,36.42033872,0,1,57.62719024,1,-1.05175301
372,37.45335109,1,0,60.60301937,0,0.31104411
373,17.8060478,0,1,34.95674186,1,1.060277725
374,26.20333063,0,1,45.6642075,0,0.549398473
375,17.90224282,0,0,35.3032564,1,0.81074775
376,20.12724797,0,1,37.20389853,1,1.517989155
377,42.82576233,0,0,65.8967507,0,0.400949306
378,20.6282422,0,1,37.28047364,1,-0.803447036
379,27.05806835,0,0,46.91532026,0,1.2742785
380,26.60153028,1,0,40.47292239,1,1.397709539
381,29.04835806,0,1,46.01944383,1,-1.816168603
382,24.72768941,0,1,43.70946017,1,-1.253394545
383,23.68624484,1,1,41.40656213,1,-0.430613053
384,21.89267583,0,1,38.74553437,0,-0.781549076
385,21.5568533,0,0,38.92030369,1,-0.476815321
386,19.20926828,0,0,35.45917423,1,-1.309248017
387,20.48794938,0,1,37.37238515,1,-1.009204379
388,16.57927977,0,1,33.52129148,0,1.761120977
389,23.14973421,0,0,41.81935481,1,-0.838273474
390,24.49292163,0,0,43.16758411,1,0.531356932
391,37.42835804,0,0,59.08629124,1,0.597764584
392,15.17887649,1,1,31.58074738,0,-0.497287869
393,28.73641075,1,0,50.23099171,1,0.285279689
394,21.12566417,0,0,39.41614065,0,0.315652124
395,36.16435147,0,0,56.81292454,0,-1.024002611
396,10.5786836,1,0,30.18196708,0,-0.033232522
397,21.67531328,0,0,40.3908506,1,0.601662503
398,24.28190033,1,0,38.71758408,1,1.264084181
399,25.09653132,0,1,43.64904258,1,-0.154374431
400,33.10436678,0,0,53.35239924,0,-2.031857425
401,27.48355943,0,0,46.69242968,0,0.652152944
402,29.30045474,0,1,48.07006614,0,0.549332224
403,25.39786981,0,0,44.25566734,0,-1.791769137
404,26.91816494,0,1,46.74540613,1,-1.137031469
405,14.91703944,1,0,30.70985372,1,0.709383924
406,29.15239528,0,1,48.7405424,1,-1.349699094
407,21.93157273,0,0,39.87821709,1,0.17394481
408,28.58530177,0,0,46.70919785,0,-1.2012592
409,30.52658263,0,0,50.99616195,1,-0.420347919
410,13.57402103,0,0,30.90533196,1,-0.34942494
411,18.4226873,1,0,33.10263863,1,-0.835034718
412,30.30477112,0,1,49.3622226,1,1.605309635
413,22.85045891,0,1,39.6070546,0,2.237543045
414,31.2515332,1,0,45.38153036,0,1.596453136
415,27.18537742,1,1,46.00723244,0,0.735885111
416,25.79319938,0,0,45.00151492,1,0.248042091
417,29.01517287,0,0,48.95410379,1,0.35102971
418,33.09575379,0,0,53.43469809,0,-0.451909756
419,28.28479817,1,1,45.10454596,1,-0.753237196
420,23.16225655,1,1,38.46498496,1,-0.757554769
421,25.7248497,0,0,44.29737115,0,0.40210892
422,32.97402844,0,1,53.68538085,1,0.31777896
423,17.62572696,1,1,35.403377,1,-0.457208097
424,36.34941004,0,0,58.30917383,1,0.499740627
425,25.59307899,0,1,43.70907833,0,1.009599205
426,21.59881957,1,1,41.32574365,1,0.181337261
427,35.64422721,1,0,52.40299723,1,1.177733576
428,22.25788411,1,1,37.12068522,0,-0.95844226
429,18.66621931,0,0,35.83091928,1,0.514052068
430,26.76328692,1,0,45.91895955,1,-0.457136526
431,22.32491963,0,0,41.73905704,0,0.15756942
432,23.3798461,1,0,45.30403616,1,0.015309899
433,20.92754841,0,0,38.57444923,0,-1.053925659
434,47.56779669,1,0,61.95329846,0,1.994824539
435,27.03396052,1,0,47.98585568,1,-0.328494293
436,29.18378265,0,1,49.92433869,1,0.811465078
437,35.75698974,0,0,56.66059971,1,0.869525779
438,27.80087159,0,1,47.31967104,1,-0.187333573
439,18.70897882,0,0,35.63781569,1,-0.334348849
440,24.65537298,0,0,44.17997177,1,-1.48521863
441,22.25554199,0,0,40.88373106,1,-0.79769664
442,18.47011844,1,1,31.01972775,0,-1.168400856
443,37.03258735,0,0,59.18847556,1,0.756923441
444,26.23590785,0,0,45.10404932,1,1.201604459
445,37.88446692,1,1,53.17777453,0,-1.270859285
446,28.51220706,1,1,51.25499174,1,-0.00620816
447,24.59338062,1,0,40.2066665,1,1.013044337
448,21.10784643,1,1,39.53544775,0,0.29618443
449,22.56122703,0,0,40.91833049,1,-1.730997366
450,17.92751498,0,0,34.22382294,0,0.8653486
451,28.42770813,0,1,48.1642248,1,-1.206878161
452,35.98126067,0,0,58.92200872,0,0.651518492
453,19.14665294,0,1,35.69282049,1,0.289712675
454,37.59337186,0,1,59.00620248,1,0.08580972
455,34.17771254,0,0,54.21791158,1,-0.910833871
456,25.62505174,0,0,44.93736852,1,-0.928683063
457,47.57079921,1,0,73.7690706,1,-0.333331994
458,31.94734089,1,1,52.7623486,0,-0.183122725
459,28.54321017,0,1,46.77365595,1,-1.046731006
460,34.63549008,1,0,52.08465142,0,-1.078441104
461,18.88110715,1,0,36.3718743,1,-0.298100351
462,24.42696508,0,1,42.37917266,0,1.163757021
463,36.62964412,0,1,57.71872073,0,-1.384440115
464,20.17497111,0,1,36.78278362,1,0.956108751
465,18.7626117,0,0,35.78112044,1,0.015272125
466,35.31569846,1,1,56.45549285,0,0.385156835
467,33.06174039,0,0,54.20274403,0,-0.709565276
468,37.96105707,1,0,56.34756578,0,0.950990642
469,47.2757592,0,1,70.98024831,1,1.265912761
470,21.25323375,0,0,38.34827875,0,1.563699909
471,36.04684861,0,1,57.09049169,1,-0.661110317
472,23.73901792,0,0,42.7480643,0,0.00954492
473,21.94481958,0,0,40.87506107,1,-0.666146444
474,38.2180429,0,1,59.1102991,1,-0.88410573
475,24.23999801,0,0,42.74852934,1,2.588054238
476,21.12488517,0,1,38.22198873,0,-1.069410916
477,17.19510589,1,0,32.8515985,1,0.696049633
478,19.51659706,0,1,36.24271634,0,-0.098904355
479,36.28624538,0,0,56.97187859,0,0.240484094
480,19.72824828,1,0,32.27317285,1,-1.281831407
481,28.29209516,0,1,47.45605279,1,0.731855518
482,24.1698963,1,1,36.06688316,1,1.583567784
483,31.17137692,0,1,49.83162869,1,0.110023364
484,31.77028644,0,0,53.07422368,1,0.281059471
485,32.29922279,0,0,52.36364877,0,0.19055801
486,24.64433345,1,0,43.46996865,1,-0.388690954
487,48.57619019,0,0,72.25038628,0,-1.433607311
488,34.84753924,0,1,55.28951476,0,-0.860001934
489,27.63446418,0,0,46.78818718,1,-0.326623063
490,12.75091804,0,1,27.71550745,1,0.748051113
491,19.34008369,0,1,36.22163421,1,-0.949939192
492,11.79753194,0,1,26.20525844,0,0.871147825
493,27.29310844,0,0,46.19280609,1,0.553914889
494,24.63790575,0,0,42.18680655,1,-1.654792353
495,37.69161211,0,1,58.04135305,1,-0.486401773
496,24.31697943,1,1,40.24967313,0,-0.84141504
497,31.56052389,0,1,50.73528908,1,-0.548609562
498,34.06334054,1,0,53.62789426,0,0.600431434
499,26.54055725,1,1,38.99069274,0,1.444286204
500,25.89833201,0,0,43.64098326,0,-0.733270009
501,34.35539928,0,0,55.66350955,1,-1.410176541
502,28.22160476,0,1,47.91274156,0,-0.612778267
503,35.05766238,0,0,56.25375766,1,-1.470090987
504,48.78171527,0,1,73.08224372,1,-0.395369075
505,17.97957557,0,0,34.94508351,1,1.178577195
506,31.77394289,0,0,51.44188146,1,0.203918745
507,33.51738369,0,0,54.56815053,1,1.702386883
508,22.90901342,1,1,38.59173021,0,0.701021182
509,14.46238081,0,1,29.43618332,0,-0.159966911
510,24.73778999,1,1,42.32800993,1,-0.517939736
511,26.09019052,1,1,43.73950409,1,-0.603443754
512,16.859431,0,1,33.13081837,0,1.563880482
513,39.47000077,0,0,62.28584965,0,-0.125084613
514,21.28743266,1,0,40.20515419,0,0.358014385
515,42.06699235,1,1,57.16178668,0,-1.616939104
516,27.2147572,1,0,48.64012281,1,-0.151562735
517,25.46945294,0,1,43.75100147,0,-0.165206347
518,33.3792461,0,0,54.06831805,0,0.615133835
519,49.83917871,1,0,67.93016383,1,-1.464219661
520,28.47844852,0,1,46.82711402,1,-0.665457696
521,21.76331307,0,0,39.51836368,1,0.265310597
522,33.55000116,1,1,52.4126139,1,0.839766262
523,27.62107106,1,0,42.15875686,1,1.359877082
524,19.41978908,0,0,37.66464667,1,0.831538111
525,15.49090015,0,0,32.31946474,1,-1.26699436
526,28.80720789,1,0,45.29977339,1,-0.993178425
